PrimaryKey,id,description,value,valueUnitOfMeasure,sourceTimeStamp
BREADBLAST05_Temperature183.38Celsius,BREADBLAST05_Temperature,Temperature,183.38,Celsius,2023-04-30T03:28:40
BREADBLAST05_Temperature183.33Celsius,BREADBLAST05_Temperature,Temperature,183.33,Celsius,2023-04-30T03:28:50
BREADBLAST05_Temperature183.31Celsius,BREADBLAST05_Temperature,Temperature,183.31,Celsius,2023-04-30T03:29:00
BREADBLAST05_Temperature183.26Celsius,BREADBLAST05_Temperature,Temperature,183.26,Celsius,2023-04-30T03:29:10
BREADBLAST05_Temperature183.22Celsius,BREADBLAST05_Temperature,Temperature,183.22,Celsius,2023-04-30T03:29:20
BREADBLAST05_Temperature183.24Celsius,BREADBLAST05_Temperature,Temperature,183.24,Celsius,2023-04-30T03:29:50
BREADBLAST05_Temperature183.23Celsius,BREADBLAST05_Temperature,Temperature,183.23,Celsius,2023-04-30T03:30:10
BREADBLAST05_Temperature183.28Celsius,BREADBLAST05_Temperature,Temperature,183.28,Celsius,2023-04-30T03:30:30
BREADBLAST05_Temperature183.32Celsius,BREADBLAST05_Temperature,Temperature,183.32,Celsius,2023-04-30T03:30:40
BREADBLAST05_Temperature183.3Celsius,BREADBLAST05_Temperature,Temperature,183.3,Celsius,2023-04-30T03:30:50
BREADBLAST05_Temperature183.29Celsius,BREADBLAST05_Temperature,Temperature,183.29,Celsius,2023-04-30T03:31:00
BREADBLAST05_Temperature183.25Celsius,BREADBLAST05_Temperature,Temperature,183.25,Celsius,2023-04-30T03:31:40
BREADBLAST05_Temperature183.21Celsius,BREADBLAST05_Temperature,Temperature,183.21,Celsius,2023-04-30T03:32:10
BREADBLAST05_Temperature183.19Celsius,BREADBLAST05_Temperature,Temperature,183.19,Celsius,2023-04-30T03:32:40
BREADBLAST05_Temperature183.18Celsius,BREADBLAST05_Temperature,Temperature,183.18,Celsius,2023-04-30T03:33:30
BREADBLAST05_Temperature183.14Celsius,BREADBLAST05_Temperature,Temperature,183.14,Celsius,2023-04-30T03:34:00
BREADBLAST05_Temperature183.11Celsius,BREADBLAST05_Temperature,Temperature,183.11,Celsius,2023-04-30T03:34:40
BREADBLAST05_Temperature183.1Celsius,BREADBLAST05_Temperature,Temperature,183.1,Celsius,2023-04-30T03:35:00
BREADBLAST05_Temperature183.17Celsius,BREADBLAST05_Temperature,Temperature,183.17,Celsius,2023-04-30T03:35:30
BREADBLAST05_Temperature183.15Celsius,BREADBLAST05_Temperature,Temperature,183.15,Celsius,2023-04-30T03:35:50
BREADBLAST05_Temperature183.16Celsius,BREADBLAST05_Temperature,Temperature,183.16,Celsius,2023-04-30T03:36:10
BREADBLAST05_Temperature183.13Celsius,BREADBLAST05_Temperature,Temperature,183.13,Celsius,2023-04-30T03:37:20
BREADBLAST05_Temperature183.27Celsius,BREADBLAST05_Temperature,Temperature,183.27,Celsius,2023-04-30T03:38:10
BREADBLAST05_Temperature183.36Celsius,BREADBLAST05_Temperature,Temperature,183.36,Celsius,2023-04-30T03:40:10
BREADBLAST05_Temperature183.39Celsius,BREADBLAST05_Temperature,Temperature,183.39,Celsius,2023-04-30T03:41:30
BREADBLAST05_Temperature183.4Celsius,BREADBLAST05_Temperature,Temperature,183.4,Celsius,2023-04-30T03:41:40
BREADBLAST05_Temperature183.41Celsius,BREADBLAST05_Temperature,Temperature,183.41,Celsius,2023-04-30T03:41:50
BREADBLAST05_Temperature183.37Celsius,BREADBLAST05_Temperature,Temperature,183.37,Celsius,2023-04-30T03:42:50
BREADBLAST05_Temperature183.34Celsius,BREADBLAST05_Temperature,Temperature,183.34,Celsius,2023-04-30T03:47:30
BREADBLAST05_Temperature183.43Celsius,BREADBLAST05_Temperature,Temperature,183.43,Celsius,2023-04-30T03:50:50
BREADBLAST05_Temperature183.44Celsius,BREADBLAST05_Temperature,Temperature,183.44,Celsius,2023-04-30T03:53:00
BREADBLAST05_Temperature183.35Celsius,BREADBLAST05_Temperature,Temperature,183.35,Celsius,2023-04-30T03:54:40
BREADBLAST05_Temperature183.49Celsius,BREADBLAST05_Temperature,Temperature,183.49,Celsius,2023-04-30T03:56:40
BREADBLAST05_Temperature183.2Celsius,BREADBLAST05_Temperature,Temperature,183.2,Celsius,2023-04-30T04:08:20
BREADBLAST05_Temperature183.12Celsius,BREADBLAST05_Temperature,Temperature,183.12,Celsius,2023-04-30T04:13:00
BREADBLAST05_Temperature183.08Celsius,BREADBLAST05_Temperature,Temperature,183.08,Celsius,2023-04-30T04:13:20
BREADBLAST05_Temperature183.07Celsius,BREADBLAST05_Temperature,Temperature,183.07,Celsius,2023-04-30T04:14:20
BREADBLAST05_Temperature183.05Celsius,BREADBLAST05_Temperature,Temperature,183.05,Celsius,2023-04-30T04:14:50
BREADBLAST05_Temperature183.01Celsius,BREADBLAST05_Temperature,Temperature,183.01,Celsius,2023-04-30T04:15:00
BREADBLAST05_Temperature183.09Celsius,BREADBLAST05_Temperature,Temperature,183.09,Celsius,2023-04-30T04:20:20
BREADBLAST05_Temperature183.06Celsius,BREADBLAST05_Temperature,Temperature,183.06,Celsius,2023-04-30T04:27:20
BREADBLAST05_Temperature183.02Celsius,BREADBLAST05_Temperature,Temperature,183.02,Celsius,2023-04-30T04:27:30
BREADBLAST05_Temperature183.04Celsius,BREADBLAST05_Temperature,Temperature,183.04,Celsius,2023-04-30T04:27:50
BREADBLAST05_Temperature183.03Celsius,BREADBLAST05_Temperature,Temperature,183.03,Celsius,2023-04-30T04:28:30
BREADBLAST05_Temperature182.99Celsius,BREADBLAST05_Temperature,Temperature,182.99,Celsius,2023-04-30T04:29:10
BREADBLAST05_Temperature182.97Celsius,BREADBLAST05_Temperature,Temperature,182.97,Celsius,2023-04-30T04:29:20
BREADBLAST05_Temperature182.93Celsius,BREADBLAST05_Temperature,Temperature,182.93,Celsius,2023-04-30T04:29:30
BREADBLAST05_Temperature182.92Celsius,BREADBLAST05_Temperature,Temperature,182.92,Celsius,2023-04-30T04:29:40
BREADBLAST05_Temperature182.94Celsius,BREADBLAST05_Temperature,Temperature,182.94,Celsius,2023-04-30T04:29:50
BREADBLAST05_Temperature182.95Celsius,BREADBLAST05_Temperature,Temperature,182.95,Celsius,2023-04-30T04:30:20
BREADBLAST05_Temperature182.98Celsius,BREADBLAST05_Temperature,Temperature,182.98,Celsius,2023-04-30T04:30:30
BREADBLAST05_Temperature182.91Celsius,BREADBLAST05_Temperature,Temperature,182.91,Celsius,2023-04-30T04:31:50
BREADBLAST05_Temperature182.88Celsius,BREADBLAST05_Temperature,Temperature,182.88,Celsius,2023-04-30T04:32:40
BREADBLAST05_Temperature182.9Celsius,BREADBLAST05_Temperature,Temperature,182.9,Celsius,2023-04-30T04:32:50
BREADBLAST05_Temperature182.84Celsius,BREADBLAST05_Temperature,Temperature,182.84,Celsius,2023-04-30T04:34:00
BREADBLAST05_Temperature182.79Celsius,BREADBLAST05_Temperature,Temperature,182.79,Celsius,2023-04-30T04:34:20
BREADBLAST05_Temperature182.75Celsius,BREADBLAST05_Temperature,Temperature,182.75,Celsius,2023-04-30T04:34:30
BREADBLAST05_Temperature182.74Celsius,BREADBLAST05_Temperature,Temperature,182.74,Celsius,2023-04-30T04:34:40
BREADBLAST05_Temperature182.87Celsius,BREADBLAST05_Temperature,Temperature,182.87,Celsius,2023-04-30T04:35:20
BREADBLAST05_Temperature182.82Celsius,BREADBLAST05_Temperature,Temperature,182.82,Celsius,2023-04-30T04:35:30
BREADBLAST05_Temperature182.76Celsius,BREADBLAST05_Temperature,Temperature,182.76,Celsius,2023-04-30T04:36:50
BREADBLAST05_Temperature182.78Celsius,BREADBLAST05_Temperature,Temperature,182.78,Celsius,2023-04-30T04:37:00
BREADBLAST05_Temperature182.73Celsius,BREADBLAST05_Temperature,Temperature,182.73,Celsius,2023-04-30T04:37:30
BREADBLAST05_Temperature182.68Celsius,BREADBLAST05_Temperature,Temperature,182.68,Celsius,2023-04-30T04:37:40
BREADBLAST05_Temperature182.67Celsius,BREADBLAST05_Temperature,Temperature,182.67,Celsius,2023-04-30T04:38:00
BREADBLAST05_Temperature182.64Celsius,BREADBLAST05_Temperature,Temperature,182.64,Celsius,2023-04-30T04:38:30
BREADBLAST05_Temperature182.7Celsius,BREADBLAST05_Temperature,Temperature,182.7,Celsius,2023-04-30T04:38:50
BREADBLAST05_Temperature182.69Celsius,BREADBLAST05_Temperature,Temperature,182.69,Celsius,2023-04-30T04:39:00
BREADBLAST05_Temperature182.65Celsius,BREADBLAST05_Temperature,Temperature,182.65,Celsius,2023-04-30T04:39:20
BREADBLAST05_Temperature182.66Celsius,BREADBLAST05_Temperature,Temperature,182.66,Celsius,2023-04-30T04:39:50
BREADBLAST05_Temperature182.71Celsius,BREADBLAST05_Temperature,Temperature,182.71,Celsius,2023-04-30T04:40:10
BREADBLAST05_Temperature182.63Celsius,BREADBLAST05_Temperature,Temperature,182.63,Celsius,2023-04-30T04:41:20
BREADBLAST05_Temperature182.62Celsius,BREADBLAST05_Temperature,Temperature,182.62,Celsius,2023-04-30T04:42:10
BREADBLAST05_Temperature182.58Celsius,BREADBLAST05_Temperature,Temperature,182.58,Celsius,2023-04-30T04:43:10
BREADBLAST05_Temperature182.57Celsius,BREADBLAST05_Temperature,Temperature,182.57,Celsius,2023-04-30T04:44:00
BREADBLAST05_Temperature182.6Celsius,BREADBLAST05_Temperature,Temperature,182.6,Celsius,2023-04-30T04:49:00
BREADBLAST05_Temperature182.59Celsius,BREADBLAST05_Temperature,Temperature,182.59,Celsius,2023-04-30T04:49:30
BREADBLAST05_Temperature182.72Celsius,BREADBLAST05_Temperature,Temperature,182.72,Celsius,2023-04-30T04:51:20
BREADBLAST05_Temperature182.56Celsius,BREADBLAST05_Temperature,Temperature,182.56,Celsius,2023-04-30T04:53:50
BREADBLAST05_Temperature182.54Celsius,BREADBLAST05_Temperature,Temperature,182.54,Celsius,2023-04-30T04:54:30
BREADBLAST05_Temperature182.53Celsius,BREADBLAST05_Temperature,Temperature,182.53,Celsius,2023-04-30T04:54:50
BREADBLAST05_Temperature182.55Celsius,BREADBLAST05_Temperature,Temperature,182.55,Celsius,2023-04-30T04:55:10
BREADBLAST05_Temperature182.51Celsius,BREADBLAST05_Temperature,Temperature,182.51,Celsius,2023-04-30T04:55:50
BREADBLAST05_Temperature182.52Celsius,BREADBLAST05_Temperature,Temperature,182.52,Celsius,2023-04-30T04:56:00
BREADBLAST05_Temperature182.49Celsius,BREADBLAST05_Temperature,Temperature,182.49,Celsius,2023-04-30T04:56:20
BREADBLAST05_Temperature182.48Celsius,BREADBLAST05_Temperature,Temperature,182.48,Celsius,2023-04-30T04:56:30
BREADBLAST05_Temperature182.44Celsius,BREADBLAST05_Temperature,Temperature,182.44,Celsius,2023-04-30T04:56:40
BREADBLAST05_Temperature182.5Celsius,BREADBLAST05_Temperature,Temperature,182.5,Celsius,2023-04-30T04:57:10
BREADBLAST05_Temperature182.47Celsius,BREADBLAST05_Temperature,Temperature,182.47,Celsius,2023-04-30T04:57:20
BREADBLAST05_Temperature182.4Celsius,BREADBLAST05_Temperature,Temperature,182.4,Celsius,2023-04-30T04:57:40
BREADBLAST05_Temperature182.41Celsius,BREADBLAST05_Temperature,Temperature,182.41,Celsius,2023-04-30T04:57:50
BREADBLAST05_Temperature182.37Celsius,BREADBLAST05_Temperature,Temperature,182.37,Celsius,2023-04-30T04:58:20
BREADBLAST05_Temperature182.39Celsius,BREADBLAST05_Temperature,Temperature,182.39,Celsius,2023-04-30T04:58:30
BREADBLAST05_Temperature182.45Celsius,BREADBLAST05_Temperature,Temperature,182.45,Celsius,2023-04-30T04:58:50
BREADBLAST05_Temperature182.42Celsius,BREADBLAST05_Temperature,Temperature,182.42,Celsius,2023-04-30T05:00:20
BREADBLAST05_Temperature182.43Celsius,BREADBLAST05_Temperature,Temperature,182.43,Celsius,2023-04-30T05:01:20
BREADBLAST05_Temperature182.36Celsius,BREADBLAST05_Temperature,Temperature,182.36,Celsius,2023-04-30T05:02:20
BREADBLAST05_Temperature182.32Celsius,BREADBLAST05_Temperature,Temperature,182.32,Celsius,2023-04-30T05:02:40
BREADBLAST05_Temperature182.3Celsius,BREADBLAST05_Temperature,Temperature,182.3,Celsius,2023-04-30T05:02:50
BREADBLAST05_Temperature182.31Celsius,BREADBLAST05_Temperature,Temperature,182.31,Celsius,2023-04-30T05:03:00
BREADBLAST05_Temperature182.28Celsius,BREADBLAST05_Temperature,Temperature,182.28,Celsius,2023-04-30T05:03:10
BREADBLAST05_Temperature182.27Celsius,BREADBLAST05_Temperature,Temperature,182.27,Celsius,2023-04-30T05:03:30
BREADBLAST05_Temperature182.29Celsius,BREADBLAST05_Temperature,Temperature,182.29,Celsius,2023-04-30T05:03:40
BREADBLAST05_Temperature182.38Celsius,BREADBLAST05_Temperature,Temperature,182.38,Celsius,2023-04-30T05:05:20
BREADBLAST05_Temperature182.33Celsius,BREADBLAST05_Temperature,Temperature,182.33,Celsius,2023-04-30T05:06:30
BREADBLAST05_Temperature182.24Celsius,BREADBLAST05_Temperature,Temperature,182.24,Celsius,2023-04-30T05:08:20
BREADBLAST05_Temperature182.34Celsius,BREADBLAST05_Temperature,Temperature,182.34,Celsius,2023-04-30T05:09:50
BREADBLAST05_Temperature182.46Celsius,BREADBLAST05_Temperature,Temperature,182.46,Celsius,2023-04-30T05:15:30
BREADBLAST05_Temperature182.86Celsius,BREADBLAST05_Temperature,Temperature,182.86,Celsius,2023-04-30T05:28:40
BREADBLAST05_Temperature182.85Celsius,BREADBLAST05_Temperature,Temperature,182.85,Celsius,2023-04-30T05:29:10
BREADBLAST05_Temperature182.89Celsius,BREADBLAST05_Temperature,Temperature,182.89,Celsius,2023-04-30T05:29:30
BREADBLAST05_Temperature182.8Celsius,BREADBLAST05_Temperature,Temperature,182.8,Celsius,2023-04-30T05:31:00
BREADBLAST05_Temperature182.83Celsius,BREADBLAST05_Temperature,Temperature,182.83,Celsius,2023-04-30T05:31:40
BREADBLAST05_Temperature182.96Celsius,BREADBLAST05_Temperature,Temperature,182.96,Celsius,2023-04-30T05:34:40
BREADBLAST05_Temperature182.81Celsius,BREADBLAST05_Temperature,Temperature,182.81,Celsius,2023-04-30T05:41:20
BREADBLAST05_Temperature183Celsius,BREADBLAST05_Temperature,Temperature,183,Celsius,2023-04-30T05:45:20
BREADBLAST05_Temperature182.77Celsius,BREADBLAST05_Temperature,Temperature,182.77,Celsius,2023-04-30T05:47:00
BREADBLAST05_Temperature182.25Celsius,BREADBLAST05_Temperature,Temperature,182.25,Celsius,2023-04-30T06:53:10
BREADBLAST05_Temperature182.26Celsius,BREADBLAST05_Temperature,Temperature,182.26,Celsius,2023-04-30T06:53:20
BREADBLAST05_Temperature182.35Celsius,BREADBLAST05_Temperature,Temperature,182.35,Celsius,2023-04-30T06:57:20
BREADBLAST05_Temperature182.23Celsius,BREADBLAST05_Temperature,Temperature,182.23,Celsius,2023-04-30T07:20:30
BREADBLAST05_Temperature182.21Celsius,BREADBLAST05_Temperature,Temperature,182.21,Celsius,2023-04-30T07:20:40
BREADBLAST05_Temperature182.18Celsius,BREADBLAST05_Temperature,Temperature,182.18,Celsius,2023-04-30T07:20:50
BREADBLAST05_Temperature182.15Celsius,BREADBLAST05_Temperature,Temperature,182.15,Celsius,2023-04-30T07:21:30
BREADBLAST05_Temperature182.16Celsius,BREADBLAST05_Temperature,Temperature,182.16,Celsius,2023-04-30T07:22:00
BREADBLAST05_Temperature182.19Celsius,BREADBLAST05_Temperature,Temperature,182.19,Celsius,2023-04-30T07:22:10
BREADBLAST05_Temperature182.17Celsius,BREADBLAST05_Temperature,Temperature,182.17,Celsius,2023-04-30T07:22:40
BREADBLAST05_Temperature182.1Celsius,BREADBLAST05_Temperature,Temperature,182.1,Celsius,2023-04-30T07:23:10
BREADBLAST05_Temperature182.13Celsius,BREADBLAST05_Temperature,Temperature,182.13,Celsius,2023-04-30T07:23:20
BREADBLAST05_Temperature182.22Celsius,BREADBLAST05_Temperature,Temperature,182.22,Celsius,2023-04-30T07:23:50
BREADBLAST05_Temperature182.07Celsius,BREADBLAST05_Temperature,Temperature,182.07,Celsius,2023-04-30T07:27:10
BREADBLAST05_Temperature182.11Celsius,BREADBLAST05_Temperature,Temperature,182.11,Celsius,2023-04-30T07:27:20
BREADBLAST05_Temperature182.2Celsius,BREADBLAST05_Temperature,Temperature,182.2,Celsius,2023-04-30T07:29:30
BREADBLAST05_Temperature182.12Celsius,BREADBLAST05_Temperature,Temperature,182.12,Celsius,2023-04-30T07:31:30
BREADBLAST05_Temperature182Celsius,BREADBLAST05_Temperature,Temperature,182,Celsius,2023-04-30T07:32:00
BREADBLAST05_Temperature182.01Celsius,BREADBLAST05_Temperature,Temperature,182.01,Celsius,2023-04-30T07:32:10
BREADBLAST05_Temperature181.98Celsius,BREADBLAST05_Temperature,Temperature,181.98,Celsius,2023-04-30T07:32:20
BREADBLAST05_Temperature181.99Celsius,BREADBLAST05_Temperature,Temperature,181.99,Celsius,2023-04-30T07:32:30
BREADBLAST05_Temperature182.03Celsius,BREADBLAST05_Temperature,Temperature,182.03,Celsius,2023-04-30T07:33:00
BREADBLAST05_Temperature182.05Celsius,BREADBLAST05_Temperature,Temperature,182.05,Celsius,2023-04-30T07:33:40
BREADBLAST05_Temperature181.93Celsius,BREADBLAST05_Temperature,Temperature,181.93,Celsius,2023-04-30T07:35:30
BREADBLAST05_Temperature181.89Celsius,BREADBLAST05_Temperature,Temperature,181.89,Celsius,2023-04-30T07:36:10
BREADBLAST05_Temperature181.92Celsius,BREADBLAST05_Temperature,Temperature,181.92,Celsius,2023-04-30T07:36:30
BREADBLAST05_Temperature181.9Celsius,BREADBLAST05_Temperature,Temperature,181.9,Celsius,2023-04-30T07:36:40
BREADBLAST05_Temperature181.94Celsius,BREADBLAST05_Temperature,Temperature,181.94,Celsius,2023-04-30T07:37:00
BREADBLAST05_Temperature181.95Celsius,BREADBLAST05_Temperature,Temperature,181.95,Celsius,2023-04-30T07:37:30
BREADBLAST05_Temperature182.04Celsius,BREADBLAST05_Temperature,Temperature,182.04,Celsius,2023-04-30T07:37:50
BREADBLAST05_Temperature181.97Celsius,BREADBLAST05_Temperature,Temperature,181.97,Celsius,2023-04-30T07:38:40
BREADBLAST05_Temperature181.96Celsius,BREADBLAST05_Temperature,Temperature,181.96,Celsius,2023-04-30T07:39:20
BREADBLAST05_Temperature181.91Celsius,BREADBLAST05_Temperature,Temperature,181.91,Celsius,2023-04-30T07:39:30
BREADBLAST05_Temperature181.84Celsius,BREADBLAST05_Temperature,Temperature,181.84,Celsius,2023-04-30T07:40:00
BREADBLAST05_Temperature181.87Celsius,BREADBLAST05_Temperature,Temperature,181.87,Celsius,2023-04-30T07:40:10
BREADBLAST05_Temperature181.78Celsius,BREADBLAST05_Temperature,Temperature,181.78,Celsius,2023-04-30T07:40:40
BREADBLAST05_Temperature181.83Celsius,BREADBLAST05_Temperature,Temperature,181.83,Celsius,2023-04-30T07:40:50
BREADBLAST05_Temperature181.88Celsius,BREADBLAST05_Temperature,Temperature,181.88,Celsius,2023-04-30T07:41:00
BREADBLAST05_Temperature181.85Celsius,BREADBLAST05_Temperature,Temperature,181.85,Celsius,2023-04-30T07:41:10
BREADBLAST05_Temperature181.8Celsius,BREADBLAST05_Temperature,Temperature,181.8,Celsius,2023-04-30T07:41:30
BREADBLAST05_Temperature182.08Celsius,BREADBLAST05_Temperature,Temperature,182.08,Celsius,2023-04-30T07:44:40
BREADBLAST05_Temperature181.86Celsius,BREADBLAST05_Temperature,Temperature,181.86,Celsius,2023-04-30T07:47:40
BREADBLAST05_Temperature181.82Celsius,BREADBLAST05_Temperature,Temperature,181.82,Celsius,2023-04-30T07:49:50
BREADBLAST05_Temperature181.77Celsius,BREADBLAST05_Temperature,Temperature,181.77,Celsius,2023-04-30T07:50:10
BREADBLAST05_Temperature181.79Celsius,BREADBLAST05_Temperature,Temperature,181.79,Celsius,2023-04-30T07:50:20
BREADBLAST05_Temperature181.81Celsius,BREADBLAST05_Temperature,Temperature,181.81,Celsius,2023-04-30T07:52:40
BREADBLAST05_Temperature182.02Celsius,BREADBLAST05_Temperature,Temperature,182.02,Celsius,2023-04-30T07:58:00
BREADBLAST05_Temperature181.76Celsius,BREADBLAST05_Temperature,Temperature,181.76,Celsius,2023-04-30T08:04:10
BREADBLAST05_Temperature181.73Celsius,BREADBLAST05_Temperature,Temperature,181.73,Celsius,2023-04-30T08:04:30
BREADBLAST05_Temperature181.74Celsius,BREADBLAST05_Temperature,Temperature,181.74,Celsius,2023-04-30T08:05:00
BREADBLAST05_Temperature181.72Celsius,BREADBLAST05_Temperature,Temperature,181.72,Celsius,2023-04-30T08:05:10
BREADBLAST05_Temperature181.75Celsius,BREADBLAST05_Temperature,Temperature,181.75,Celsius,2023-04-30T08:05:20
BREADBLAST05_Temperature181.71Celsius,BREADBLAST05_Temperature,Temperature,181.71,Celsius,2023-04-30T08:05:30
BREADBLAST05_Temperature182.14Celsius,BREADBLAST05_Temperature,Temperature,182.14,Celsius,2023-04-30T08:15:30
BREADBLAST05_Temperature182.09Celsius,BREADBLAST05_Temperature,Temperature,182.09,Celsius,2023-04-30T08:16:10
BREADBLAST05_Temperature182.06Celsius,BREADBLAST05_Temperature,Temperature,182.06,Celsius,2023-04-30T08:35:10
BREADBLAST05_Temperature183.74Celsius,BREADBLAST05_Temperature,Temperature,183.74,Celsius,2023-04-30T15:24:50
BREADBLAST05_Temperature183.73Celsius,BREADBLAST05_Temperature,Temperature,183.73,Celsius,2023-04-30T15:25:00
BREADBLAST05_Temperature183.79Celsius,BREADBLAST05_Temperature,Temperature,183.79,Celsius,2023-04-30T15:25:20
BREADBLAST05_Temperature183.9Celsius,BREADBLAST05_Temperature,Temperature,183.9,Celsius,2023-04-30T15:26:00
BREADBLAST05_Temperature183.87Celsius,BREADBLAST05_Temperature,Temperature,183.87,Celsius,2023-04-30T15:26:20
BREADBLAST05_Temperature183.82Celsius,BREADBLAST05_Temperature,Temperature,183.82,Celsius,2023-04-30T15:26:30
BREADBLAST05_Temperature183.8Celsius,BREADBLAST05_Temperature,Temperature,183.8,Celsius,2023-04-30T15:27:10
BREADBLAST05_Temperature183.75Celsius,BREADBLAST05_Temperature,Temperature,183.75,Celsius,2023-04-30T15:28:00
BREADBLAST05_Temperature183.78Celsius,BREADBLAST05_Temperature,Temperature,183.78,Celsius,2023-04-30T15:28:10
BREADBLAST05_Temperature183.92Celsius,BREADBLAST05_Temperature,Temperature,183.92,Celsius,2023-04-30T15:30:40
BREADBLAST05_Temperature183.94Celsius,BREADBLAST05_Temperature,Temperature,183.94,Celsius,2023-04-30T15:34:30
BREADBLAST05_Temperature183.91Celsius,BREADBLAST05_Temperature,Temperature,183.91,Celsius,2023-04-30T15:35:00
