PrimaryKey,id,storageLocation,materialUse,quantity,quantityUnitOfMeasure
460037Actual-ProducedMaterialproduced390g,460037Actual-Produced,STG07,Material produced,390,g
460040Actual-ProducedMaterialproduced835g,460040Actual-Produced,STG06,Material produced,835,g
460041Actual-ProducedMaterialproduced835g,460041Actual-Produced,STG06,Material produced,835,g
469462Actual-ProducedMaterialproduced830g,469462Actual-Produced,STG04,Material produced,830,g
469463Actual-ProducedMaterialproduced835g,469463Actual-Produced,STG04,Material produced,835,g
469475Actual-ProducedMaterialproduced539g,469475Actual-Produced,STG05,Material produced,539,g
469476Actual-ProducedMaterialproduced552g,469476Actual-Produced,STG05,Material produced,552,g
469477Actual-ProducedMaterialproduced467g,469477Actual-Produced,STG05,Material produced,467,g
469478Actual-ProducedMaterialproduced461g,469478Actual-Produced,STG05,Material produced,461,g
469416Actual-ProducedMaterialproduced542g,469416Actual-Produced,STG05,Material produced,542,g
469417Actual-ProducedMaterialproduced558g,469417Actual-Produced,STG05,Material produced,558,g
469450Actual-ProducedMaterialproduced641g,469450Actual-Produced,STG07,Material produced,641,g
469418Actual-ProducedMaterialproduced477g,469418Actual-Produced,STG05,Material produced,477,g
469419Actual-ProducedMaterialproduced467g,469419Actual-Produced,STG05,Material produced,467,g
469423Actual-ProducedMaterialproduced625g,469423Actual-Produced,STG07,Material produced,625,g
469424Actual-ProducedMaterialproduced631g,469424Actual-Produced,STG07,Material produced,631,g
469425Actual-ProducedMaterialproduced388g,469425Actual-Produced,STG07,Material produced,388,g
469426Actual-ProducedMaterialproduced392g,469426Actual-Produced,STG07,Material produced,392,g
469452Actual-ProducedMaterialproduced399g,469452Actual-Produced,STG07,Material produced,399,g
469454Actual-ProducedMaterialproduced642g,469454Actual-Produced,STG07,Material produced,642,g
469455Actual-ProducedMaterialproduced399g,469455Actual-Produced,STG07,Material produced,399,g
469456Actual-ProducedMaterialproduced404g,469456Actual-Produced,STG07,Material produced,404,g
469497Actual-ProducedMaterialproduced637g,469497Actual-Produced,STG07,Material produced,637,g
469498Actual-ProducedMaterialproduced623g,469498Actual-Produced,STG07,Material produced,623,g
469500Actual-ProducedMaterialproduced397g,469500Actual-Produced,STG07,Material produced,397,g
469501Actual-ProducedMaterialproduced388g,469501Actual-Produced,STG07,Material produced,388,g
469506Actual-ProducedMaterialproduced687g,469506Actual-Produced,STG05,Material produced,687,g
469507Actual-ProducedMaterialproduced670g,469507Actual-Produced,STG05,Material produced,670,g
469508Actual-ProducedMaterialproduced363g,469508Actual-Produced,STG05,Material produced,363,g
469509Actual-ProducedMaterialproduced351g,469509Actual-Produced,STG05,Material produced,351,g
470268Actual-ProducedMaterialproduced477g,470268Actual-Produced,STG05,Material produced,477,g
470269Actual-ProducedMaterialproduced476g,470269Actual-Produced,STG05,Material produced,476,g
470277Actual-ProducedMaterialproduced900g,470277Actual-Produced,STG04,Material produced,900,g
470203Actual-ProducedMaterialproduced573g,470203Actual-Produced,STG05,Material produced,573,g
470204Actual-ProducedMaterialproduced574g,470204Actual-Produced,STG05,Material produced,574,g
470205Actual-ProducedMaterialproduced496g,470205Actual-Produced,STG05,Material produced,496,g
470206Actual-ProducedMaterialproduced488g,470206Actual-Produced,STG05,Material produced,488,g
470209Actual-ProducedMaterialproduced638g,470209Actual-Produced,STG07,Material produced,638,g
470210Actual-ProducedMaterialproduced395g,470210Actual-Produced,STG07,Material produced,395,g
470211Actual-ProducedMaterialproduced403g,470211Actual-Produced,STG07,Material produced,403,g
470218Actual-ProducedMaterialproduced596g,470218Actual-Produced,STG05,Material produced,596,g
470219Actual-ProducedMaterialproduced601g,470219Actual-Produced,STG05,Material produced,601,g
470220Actual-ProducedMaterialproduced514g,470220Actual-Produced,STG05,Material produced,514,g
470221Actual-ProducedMaterialproduced510g,470221Actual-Produced,STG05,Material produced,510,g
470232Actual-ProducedMaterialproduced725g,470232Actual-Produced,STG07,Material produced,725,g
470233Actual-ProducedMaterialproduced718g,470233Actual-Produced,STG07,Material produced,718,g
470234Actual-ProducedMaterialproduced260g,470234Actual-Produced,STG07,Material produced,260,g
470235Actual-ProducedMaterialproduced718g,470235Actual-Produced,STG07,Material produced,718,g
470265Actual-ProducedMaterialproduced555g,470265Actual-Produced,STG05,Material produced,555,g
470266Actual-ProducedMaterialproduced558g,470266Actual-Produced,STG05,Material produced,558,g
470278Actual-ProducedMaterialproduced890g,470278Actual-Produced,STG04,Material produced,890,g
470289Actual-ProducedMaterialproduced273g,470289Actual-Produced,STG07,Material produced,273,g
470286Actual-ProducedMaterialproduced767g,470286Actual-Produced,STG07,Material produced,767,g
470287Actual-ProducedMaterialproduced758g,470287Actual-Produced,STG07,Material produced,758,g
470288Actual-ProducedMaterialproduced271g,470288Actual-Produced,STG07,Material produced,271,g
470293Actual-ProducedMaterialproduced576g,470293Actual-Produced,STG05,Material produced,576,g
470294Actual-ProducedMaterialproduced588g,470294Actual-Produced,STG05,Material produced,588,g
470295Actual-ProducedMaterialproduced497g,470295Actual-Produced,STG05,Material produced,497,g
470296Actual-ProducedMaterialproduced497g,470296Actual-Produced,STG05,Material produced,497,g
470322Actual-ProducedMaterialproduced880g,470322Actual-Produced,STG04,Material produced,880,g
476698Actual-ProducedMaterialproduced745g,476698Actual-Produced,STG05,Material produced,745,g
476699Actual-ProducedMaterialproduced746g,476699Actual-Produced,STG05,Material produced,746,g
476700Actual-ProducedMaterialproduced319g,476700Actual-Produced,STG05,Material produced,319,g
476701Actual-ProducedMaterialproduced326g,476701Actual-Produced,STG05,Material produced,326,g
476702Actual-ProducedMaterialproduced990g,476702Actual-Produced,STG04,Material produced,990,g
476703Actual-ProducedMaterialproduced990g,476703Actual-Produced,STG04,Material produced,990,g
476656Actual-ProducedMaterialproduced722g,476656Actual-Produced,STG05,Material produced,722,g
476657Actual-ProducedMaterialproduced716g,476657Actual-Produced,STG05,Material produced,716,g
476658Actual-ProducedMaterialproduced310g,476658Actual-Produced,STG05,Material produced,310,g
476659Actual-ProducedMaterialproduced395g,476659Actual-Produced,STG05,Material produced,395,g
476688Actual-ProducedMaterialproduced1242g,476688Actual-Produced,STG07,Material produced,1242,g
476689Actual-ProducedMaterialproduced1182g,476689Actual-Produced,STG07,Material produced,1182,g
476710Actual-ProducedMaterialproduced726g,476710Actual-Produced,STG05,Material produced,726,g
476711Actual-ProducedMaterialproduced721g,476711Actual-Produced,STG05,Material produced,721,g
476712Actual-ProducedMaterialproduced314g,476712Actual-Produced,STG05,Material produced,314,g
476713Actual-ProducedMaterialproduced315g,476713Actual-Produced,STG05,Material produced,315,g
476721Actual-ProducedMaterialproduced487g,476721Actual-Produced,STG07,Material produced,487,g
476722Actual-ProducedMaterialproduced498g,476722Actual-Produced,STG07,Material produced,498,g
476723Actual-ProducedMaterialproduced298g,476723Actual-Produced,STG07,Material produced,298,g
476724Actual-ProducedMaterialproduced303g,476724Actual-Produced,STG07,Material produced,303,g
460235Actual-ProducedMaterialproduced1014g,460235Actual-Produced,STG06,Material produced,1014,g
460236Actual-ProducedMaterialproduced1009g,460236Actual-Produced,STG06,Material produced,1009,g
460237Actual-ProducedMaterialproduced656g,460237Actual-Produced,STG07,Material produced,656,g
460238Actual-ProducedMaterialproduced658g,460238Actual-Produced,STG07,Material produced,658,g
460239Actual-ProducedMaterialproduced404g,460239Actual-Produced,STG07,Material produced,404,g
460240Actual-ProducedMaterialproduced406g,460240Actual-Produced,STG07,Material produced,406,g
460314Actual-ProducedMaterialproduced1100g,460314Actual-Produced,STG07,Material produced,1100,g
460278Actual-ProducedMaterialproduced565g,460278Actual-Produced,STG04,Material produced,565,g
460279Actual-ProducedMaterialproduced570g,460279Actual-Produced,STG04,Material produced,570,g
460280Actual-ProducedMaterialproduced425g,460280Actual-Produced,STG04,Material produced,425,g
460281Actual-ProducedMaterialproduced425g,460281Actual-Produced,STG04,Material produced,425,g
460351Actual-ProducedMaterialproduced1058g,460351Actual-Produced,STG07,Material produced,1058,g
460352Actual-ProducedMaterialproduced1063g,460352Actual-Produced,STG07,Material produced,1063,g
460299Actual-ProducedMaterialproduced530g,460299Actual-Produced,STG04,Material produced,530,g
460300Actual-ProducedMaterialproduced530g,460300Actual-Produced,STG04,Material produced,530,g
460301Actual-ProducedMaterialproduced400g,460301Actual-Produced,STG04,Material produced,400,g
460302Actual-ProducedMaterialproduced400g,460302Actual-Produced,STG04,Material produced,400,g
460303Actual-ProducedMaterialproduced817g,460303Actual-Produced,STG06,Material produced,817,g
460304Actual-ProducedMaterialproduced742g,460304Actual-Produced,STG06,Material produced,742,g
460334Actual-ProducedMaterialproduced732g,460334Actual-Produced,STG06,Material produced,732,g
460335Actual-ProducedMaterialproduced730g,460335Actual-Produced,STG06,Material produced,730,g
460336Actual-ProducedMaterialproduced489g,460336Actual-Produced,STG06,Material produced,489,g
460380Actual-ProducedMaterialproduced890g,460380Actual-Produced,STG04,Material produced,890,g
460381Actual-ProducedMaterialproduced890g,460381Actual-Produced,STG04,Material produced,890,g
460399Actual-ProducedMaterialproduced1008g,460399Actual-Produced,STG07,Material produced,1008,g
460419Actual-ProducedMaterialproduced869g,460419Actual-Produced,STG07,Material produced,869,g
460420Actual-ProducedMaterialproduced738g,460420Actual-Produced,STG07,Material produced,738,g
468544Actual-ProducedMaterialproduced1010g,468544Actual-Produced,STG07,Material produced,1010,g
468589Actual-ProducedMaterialproduced1065g,468589Actual-Produced,STG07,Material produced,1065,g
468596Actual-ProducedMaterialproduced430g,468596Actual-Produced,STG05,Material produced,430,g
468597Actual-ProducedMaterialproduced430g,468597Actual-Produced,STG05,Material produced,430,g
468604Actual-ProducedMaterialproduced140g,468604Actual-Produced,STG05,Material produced,140,g
468605Actual-ProducedMaterialproduced270g,468605Actual-Produced,STG05,Material produced,270,g
468547Actual-ProducedMaterialproduced1013g,468547Actual-Produced,STG07,Material produced,1013,g
468588Actual-ProducedMaterialproduced1055g,468588Actual-Produced,STG07,Material produced,1055,g
468549Actual-ProducedMaterialproduced500g,468549Actual-Produced,STG05,Material produced,500,g
468594Actual-ProducedMaterialproduced600g,468594Actual-Produced,STG05,Material produced,600,g
468595Actual-ProducedMaterialproduced600g,468595Actual-Produced,STG05,Material produced,600,g
468598Actual-ProducedMaterialproduced580g,468598Actual-Produced,STG05,Material produced,580,g
468550Actual-ProducedMaterialproduced500g,468550Actual-Produced,STG05,Material produced,500,g
468551Actual-ProducedMaterialproduced445g,468551Actual-Produced,STG05,Material produced,445,g
468552Actual-ProducedMaterialproduced445g,468552Actual-Produced,STG05,Material produced,445,g
468599Actual-ProducedMaterialproduced600g,468599Actual-Produced,STG05,Material produced,600,g
468600Actual-ProducedMaterialproduced420g,468600Actual-Produced,STG05,Material produced,420,g
468601Actual-ProducedMaterialproduced430g,468601Actual-Produced,STG05,Material produced,430,g
468602Actual-ProducedMaterialproduced400g,468602Actual-Produced,STG05,Material produced,400,g
468603Actual-ProducedMaterialproduced380g,468603Actual-Produced,STG05,Material produced,380,g
468621Actual-ProducedMaterialproduced590g,468621Actual-Produced,STG05,Material produced,590,g
468623Actual-ProducedMaterialproduced433g,468623Actual-Produced,STG05,Material produced,433,g
468625Actual-ProducedMaterialproduced882g,468625Actual-Produced,STG07,Material produced,882,g
462816Actual-ProducedMaterialproduced619g,462816Actual-Produced,STG07,Material produced,619,g
462817Actual-ProducedMaterialproduced533g,462817Actual-Produced,STG07,Material produced,533,g
462818Actual-ProducedMaterialproduced530g,462818Actual-Produced,STG07,Material produced,530,g
462850Actual-ProducedMaterialproduced615g,462850Actual-Produced,STG07,Material produced,615,g
462851Actual-ProducedMaterialproduced615g,462851Actual-Produced,STG07,Material produced,615,g
462852Actual-ProducedMaterialproduced510g,462852Actual-Produced,STG07,Material produced,510,g
462853Actual-ProducedMaterialproduced540g,462853Actual-Produced,STG07,Material produced,540,g
462868Actual-ProducedMaterialproduced1390g,462868Actual-Produced,STG05,Material produced,1390,g
462876Actual-ProducedMaterialproduced650g,462876Actual-Produced,STG07,Material produced,650,g
462877Actual-ProducedMaterialproduced640g,462877Actual-Produced,STG07,Material produced,640,g
462878Actual-ProducedMaterialproduced545g,462878Actual-Produced,STG07,Material produced,545,g
462879Actual-ProducedMaterialproduced550g,462879Actual-Produced,STG07,Material produced,550,g
462893Actual-ProducedMaterialproduced1396g,462893Actual-Produced,STG05,Material produced,1396,g
462894Actual-ProducedMaterialproduced1395g,462894Actual-Produced,STG05,Material produced,1395,g
462909Actual-ProducedMaterialproduced650g,462909Actual-Produced,STG07,Material produced,650,g
462910Actual-ProducedMaterialproduced650g,462910Actual-Produced,STG07,Material produced,650,g
462911Actual-ProducedMaterialproduced500g,462911Actual-Produced,STG07,Material produced,500,g
462912Actual-ProducedMaterialproduced510g,462912Actual-Produced,STG07,Material produced,510,g
462930Actual-ProducedMaterialproduced1420g,462930Actual-Produced,STG05,Material produced,1420,g
462931Actual-ProducedMaterialproduced1400g,462931Actual-Produced,STG05,Material produced,1400,g
473620Actual-ProducedMaterialproduced431g,473620Actual-Produced,STG07,Material produced,431,g
473700Actual-ProducedMaterialproduced980g,473700Actual-Produced,STG06,Material produced,980,g
473701Actual-ProducedMaterialproduced975g,473701Actual-Produced,STG06,Material produced,975,g
473565Actual-ProducedMaterialproduced625g,473565Actual-Produced,STG07,Material produced,625,g
473566Actual-ProducedMaterialproduced450g,473566Actual-Produced,STG07,Material produced,450,g
473567Actual-ProducedMaterialproduced452g,473567Actual-Produced,STG07,Material produced,452,g
