PrimaryKey,id,description,value,valueUnitOfMeasure
1612473minutes,161247,Downtime in BREADBLAST06,3,minutes
1612493minutes,161249,Downtime in BREADBLAST06,3,minutes
16125216minutes,161252,Downtime in BREADBLAST05,16,minutes
16126417minutes,161264,Downtime in BREADBLAST07,17,minutes
16122323minutes,161223,Downtime in BREADBLAST05,23,minutes
16125624minutes,161256,Downtime in BREADBLAST05,24,minutes
16126723minutes,161267,Downtime in BREADBLAST04,23,minutes
15212014minutes,152120,Downtime in BREADBLAST05,14,minutes
15218260minutes,152182,Downtime in BREADBLAST07,60,minutes
15220521minutes,152205,Downtime in BREADBLAST06,21,minutes
1522060minutes,152206,Downtime in BREADBLAST06,0,minutes
152201223minutes,152201,Downtime in BREADBLAST06,223,minutes
152202720minutes,152202,Downtime in BREADBLAST06,720,minutes
152203253minutes,152203,Downtime in BREADBLAST06,253,minutes
14934814minutes,149348,Downtime in BREADBLAST04,14,minutes
14935117minutes,149351,Downtime in BREADBLAST05,17,minutes
14930923minutes,149309,Downtime in BREADBLAST05,23,minutes
1493162minutes,149316,Downtime in BREADBLAST04,2,minutes
149333181minutes,149333,Downtime in BREADBLAST04,181,minutes
1493402minutes,149340,Downtime in BREADBLAST04,2,minutes
14934925minutes,149349,Downtime in BREADBLAST05,25,minutes
14931560minutes,149315,Downtime in BREADBLAST04,60,minutes
1493173minutes,149317,Downtime in BREADBLAST04,3,minutes
14935021minutes,149350,Downtime in BREADBLAST05,21,minutes
1493526minutes,149352,Downtime in BREADBLAST05,6,minutes
14935427minutes,149354,Downtime in BREADBLAST04,27,minutes
14935515minutes,149355,Downtime in BREADBLAST07,15,minutes
1493533minutes,149353,Downtime in BREADBLAST04,3,minutes
14940310minutes,149403,Downtime in BREADBLAST04,10,minutes
149413444minutes,149413,Downtime in BREADBLAST06,444,minutes
149414720minutes,149414,Downtime in BREADBLAST06,720,minutes
149415720minutes,149415,Downtime in BREADBLAST06,720,minutes
149416720minutes,149416,Downtime in BREADBLAST06,720,minutes
149417720minutes,149417,Downtime in BREADBLAST06,720,minutes
149418720minutes,149418,Downtime in BREADBLAST06,720,minutes
140582110minutes,140582,Downtime in BREADBLAST07,110,minutes
140583720minutes,140583,Downtime in BREADBLAST06,720,minutes
14058832minutes,140588,Downtime in BREADBLAST07,32,minutes
140591720minutes,140591,Downtime in BREADBLAST06,720,minutes
140601720minutes,140601,Downtime in BREADBLAST05,720,minutes
140602720minutes,140602,Downtime in BREADBLAST06,720,minutes
140603720minutes,140603,Downtime in BREADBLAST06,720,minutes
14060828minutes,140608,Downtime in BREADBLAST04,28,minutes
14058455minutes,140584,Downtime in BREADBLAST07,55,minutes
140587120minutes,140587,Downtime in BREADBLAST07,120,minutes
14058933minutes,140589,Downtime in BREADBLAST07,33,minutes
14059839minutes,140598,Downtime in BREADBLAST05,39,minutes
140592720minutes,140592,Downtime in BREADBLAST06,720,minutes
140593720minutes,140593,Downtime in BREADBLAST06,720,minutes
14061824minutes,140618,Downtime in BREADBLAST07,24,minutes
14061914minutes,140619,Downtime in BREADBLAST06,14,minutes
140630101minutes,140630,Downtime in BREADBLAST07,101,minutes
14063898minutes,140638,Downtime in BREADBLAST04,98,minutes
140639553minutes,140639,Downtime in BREADBLAST07,553,minutes
14229018minutes,142290,Downtime in BREADBLAST06,18,minutes
1423108minutes,142310,Downtime in BREADBLAST04,8,minutes
14230921minutes,142309,Downtime in BREADBLAST04,21,minutes
1423413minutes,142341,Downtime in BREADBLAST04,3,minutes
1423434minutes,142343,Downtime in BREADBLAST04,4,minutes
14216730minutes,142167,Downtime in BREADBLAST07,30,minutes
14222567minutes,142225,Downtime in BREADBLAST06,67,minutes
14222867minutes,142228,Downtime in BREADBLAST06,67,minutes
1422295minutes,142229,Downtime in BREADBLAST06,5,minutes
15238726minutes,152387,Downtime in BREADBLAST06,26,minutes
152405720minutes,152405,Downtime in BREADBLAST06,720,minutes
152406720minutes,152406,Downtime in BREADBLAST04,720,minutes
15243721minutes,152437,Downtime in BREADBLAST05,21,minutes
1493089minutes,149308,Downtime in BREADBLAST04,9,minutes
14931010minutes,149310,Downtime in BREADBLAST04,10,minutes
14931124minutes,149311,Downtime in BREADBLAST04,24,minutes
1493136minutes,149313,Downtime in BREADBLAST04,6,minutes
1493183minutes,149318,Downtime in BREADBLAST04,3,minutes
14933217minutes,149332,Downtime in BREADBLAST05,17,minutes
14929220minutes,149292,Downtime in BREADBLAST04,20,minutes
14928826minutes,149288,Downtime in BREADBLAST04,26,minutes
14929425minutes,149294,Downtime in BREADBLAST04,25,minutes
14931224minutes,149312,Downtime in BREADBLAST04,24,minutes
1493289minutes,149328,Downtime in BREADBLAST04,9,minutes
1493341minutes,149334,Downtime in BREADBLAST04,1,minutes
1492847minutes,149284,Downtime in BREADBLAST05,7,minutes
1526453minutes,152645,Downtime in BREADBLAST05,3,minutes
152688165minutes,152688,Downtime in BREADBLAST04,165,minutes
15265621minutes,152656,Downtime in BREADBLAST04,21,minutes
152657-1minutes,152657,Downtime in BREADBLAST04,-1,minutes
15269429minutes,152694,Downtime in BREADBLAST04,29,minutes
15268730minutes,152687,Downtime in BREADBLAST07,30,minutes
15269826minutes,152698,Downtime in BREADBLAST04,26,minutes
15271219minutes,152712,Downtime in BREADBLAST07,19,minutes
15270033minutes,152700,Downtime in BREADBLAST04,33,minutes
152714225minutes,152714,Downtime in BREADBLAST04,225,minutes
15271821minutes,152718,Downtime in BREADBLAST04,21,minutes
15274124minutes,152741,Downtime in BREADBLAST04,24,minutes
15274422minutes,152744,Downtime in BREADBLAST04,22,minutes
1527451minutes,152745,Downtime in BREADBLAST04,1,minutes
15272932minutes,152729,Downtime in BREADBLAST04,32,minutes
15532826minutes,155328,Downtime in BREADBLAST04,26,minutes
1553291minutes,155329,Downtime in BREADBLAST04,1,minutes
15533824minutes,155338,Downtime in BREADBLAST04,24,minutes
15534817minutes,155348,Downtime in BREADBLAST07,17,minutes
15537119minutes,155371,Downtime in BREADBLAST04,19,minutes
15537620minutes,155376,Downtime in BREADBLAST04,20,minutes
15538821minutes,155388,Downtime in BREADBLAST04,21,minutes
15537422minutes,155374,Downtime in BREADBLAST04,22,minutes
155421720minutes,155421,Downtime in BREADBLAST06,720,minutes
15542920minutes,155429,Downtime in BREADBLAST05,20,minutes
15340125minutes,153401,Downtime in BREADBLAST04,25,minutes
15342718minutes,153427,Downtime in BREADBLAST06,18,minutes
1534024minutes,153402,Downtime in BREADBLAST04,4,minutes
1534073minutes,153407,Downtime in BREADBLAST05,3,minutes
1534156minutes,153415,Downtime in BREADBLAST05,6,minutes
15347021minutes,153470,Downtime in BREADBLAST05,21,minutes
15347122minutes,153471,Downtime in BREADBLAST05,22,minutes
1534751minutes,153475,Downtime in BREADBLAST05,1,minutes
16231219minutes,162312,Downtime in BREADBLAST04,19,minutes
162360720minutes,162360,Downtime in BREADBLAST07,720,minutes
16236724minutes,162367,Downtime in BREADBLAST04,24,minutes
14880913minutes,148809,Downtime in BREADBLAST04,13,minutes
14881721minutes,148817,Downtime in BREADBLAST04,21,minutes
1488394minutes,148839,Downtime in BREADBLAST04,4,minutes
14885422minutes,148854,Downtime in BREADBLAST04,22,minutes
1488561minutes,148856,Downtime in BREADBLAST04,1,minutes
14880722minutes,148807,Downtime in BREADBLAST04,22,minutes
1488184minutes,148818,Downtime in BREADBLAST04,4,minutes
14882421minutes,148824,Downtime in BREADBLAST04,21,minutes
14883616minutes,148836,Downtime in BREADBLAST05,16,minutes
14885215minutes,148852,Downtime in BREADBLAST04,15,minutes
1489056minutes,148905,Downtime in BREADBLAST05,6,minutes
1489069minutes,148906,Downtime in BREADBLAST05,9,minutes
1438832minutes,143883,Downtime in BREADBLAST05,2,minutes
1438762minutes,143876,Downtime in BREADBLAST05,2,minutes
14388422minutes,143884,Downtime in BREADBLAST05,22,minutes
14607713minutes,146077,Downtime in BREADBLAST07,13,minutes
14606515minutes,146065,Downtime in BREADBLAST05,15,minutes
1460814minutes,146081,Downtime in BREADBLAST06,4,minutes
14608022minutes,146080,Downtime in BREADBLAST06,22,minutes
15202912minutes,152029,Downtime in BREADBLAST06,12,minutes
1520425minutes,152042,Downtime in BREADBLAST06,5,minutes
15207917minutes,152079,Downtime in BREADBLAST06,17,minutes
1521033minutes,152103,Downtime in BREADBLAST06,3,minutes
15210944minutes,152109,Downtime in BREADBLAST06,44,minutes
142546720minutes,142546,Downtime in BREADBLAST05,720,minutes
14255823minutes,142558,Downtime in BREADBLAST06,23,minutes
1425672minutes,142567,Downtime in BREADBLAST04,2,minutes
14257520minutes,142575,Downtime in BREADBLAST07,20,minutes
14257630minutes,142576,Downtime in BREADBLAST07,30,minutes
14259024minutes,142590,Downtime in BREADBLAST07,24,minutes
14259125minutes,142591,Downtime in BREADBLAST07,25,minutes
14260126minutes,142601,Downtime in BREADBLAST06,26,minutes
1426042minutes,142604,Downtime in BREADBLAST04,2,minutes
142605-1minutes,142605,Downtime in BREADBLAST04,-1,minutes
1426274minutes,142627,Downtime in BREADBLAST06,4,minutes
155487369minutes,155487,Downtime in BREADBLAST06,369,minutes
155488720minutes,155488,Downtime in BREADBLAST06,720,minutes
155489720minutes,155489,Downtime in BREADBLAST06,720,minutes
155490720minutes,155490,Downtime in BREADBLAST06,720,minutes
155491720minutes,155491,Downtime in BREADBLAST06,720,minutes
155492720minutes,155492,Downtime in BREADBLAST06,720,minutes
155493720minutes,155493,Downtime in BREADBLAST06,720,minutes
155494203minutes,155494,Downtime in BREADBLAST06,203,minutes
15549923minutes,155499,Downtime in BREADBLAST06,23,minutes
15550820minutes,155508,Downtime in BREADBLAST06,20,minutes
15553626minutes,155536,Downtime in BREADBLAST06,26,minutes
15555614minutes,155556,Downtime in BREADBLAST06,14,minutes
1555570minutes,155557,Downtime in BREADBLAST06,0,minutes
15552314minutes,155523,Downtime in BREADBLAST06,14,minutes
1555692minutes,155569,Downtime in BREADBLAST06,2,minutes
155571720minutes,155571,Downtime in BREADBLAST04,720,minutes
15557437minutes,155574,Downtime in BREADBLAST06,37,minutes
1555765minutes,155576,Downtime in BREADBLAST06,5,minutes
15558714minutes,155587,Downtime in BREADBLAST06,14,minutes
15554013minutes,155540,Downtime in BREADBLAST06,13,minutes
15558317minutes,155583,Downtime in BREADBLAST05,17,minutes
15561518minutes,155615,Downtime in BREADBLAST06,18,minutes
15555117minutes,155551,Downtime in BREADBLAST06,17,minutes
15563218minutes,155632,Downtime in BREADBLAST06,18,minutes
14604432minutes,146044,Downtime in BREADBLAST05,32,minutes
14599616minutes,145996,Downtime in BREADBLAST06,16,minutes
1460008minutes,146000,Downtime in BREADBLAST05,8,minutes
1460516minutes,146051,Downtime in BREADBLAST05,6,minutes
14605216minutes,146052,Downtime in BREADBLAST05,16,minutes
161515205minutes,161515,Downtime in BREADBLAST05,205,minutes
16157415minutes,161574,Downtime in BREADBLAST04,15,minutes
16158612minutes,161586,Downtime in BREADBLAST07,12,minutes
16151713minutes,161517,Downtime in BREADBLAST06,13,minutes
16151921minutes,161519,Downtime in BREADBLAST05,21,minutes
1615215minutes,161521,Downtime in BREADBLAST06,5,minutes
16152726minutes,161527,Downtime in BREADBLAST05,26,minutes
16152920minutes,161529,Downtime in BREADBLAST05,20,minutes
1615633minutes,161563,Downtime in BREADBLAST04,3,minutes
1616004minutes,161600,Downtime in BREADBLAST07,4,minutes
1615763minutes,161576,Downtime in BREADBLAST06,3,minutes
1616073minutes,161607,Downtime in BREADBLAST07,3,minutes
16156621minutes,161566,Downtime in BREADBLAST04,21,minutes
1616313minutes,161631,Downtime in BREADBLAST05,3,minutes
1615671minutes,161567,Downtime in BREADBLAST04,1,minutes
14799026minutes,147990,Downtime in BREADBLAST04,26,minutes
14799720minutes,147997,Downtime in BREADBLAST05,20,minutes
1479993minutes,147999,Downtime in BREADBLAST05,3,minutes
14803328minutes,148033,Downtime in BREADBLAST04,28,minutes
14803422minutes,148034,Downtime in BREADBLAST04,22,minutes
14804421minutes,148044,Downtime in BREADBLAST04,21,minutes
1480454minutes,148045,Downtime in BREADBLAST04,4,minutes
148050200minutes,148050,Downtime in BREADBLAST05,200,minutes
14805421minutes,148054,Downtime in BREADBLAST05,21,minutes
14805514minutes,148055,Downtime in BREADBLAST05,14,minutes
14805821minutes,148058,Downtime in BREADBLAST05,21,minutes
14806422minutes,148064,Downtime in BREADBLAST04,22,minutes
1480658minutes,148065,Downtime in BREADBLAST04,8,minutes
14806714minutes,148067,Downtime in BREADBLAST05,14,minutes
14807021minutes,148070,Downtime in BREADBLAST04,21,minutes
14818226minutes,148182,Downtime in BREADBLAST04,26,minutes
14817018minutes,148170,Downtime in BREADBLAST04,18,minutes
1481976minutes,148197,Downtime in BREADBLAST04,6,minutes
14819920minutes,148199,Downtime in BREADBLAST04,20,minutes
14815542minutes,148155,Downtime in BREADBLAST04,42,minutes
14815917minutes,148159,Downtime in BREADBLAST04,17,minutes
16264622minutes,162646,Downtime in BREADBLAST05,22,minutes
1626471minutes,162647,Downtime in BREADBLAST05,1,minutes
1626594minutes,162659,Downtime in BREADBLAST05,4,minutes
1626749minutes,162674,Downtime in BREADBLAST06,9,minutes
16268323minutes,162683,Downtime in BREADBLAST06,23,minutes
16267324minutes,162673,Downtime in BREADBLAST06,24,minutes
16267128minutes,162671,Downtime in BREADBLAST06,28,minutes
1626784minutes,162678,Downtime in BREADBLAST05,4,minutes
16269413minutes,162694,Downtime in BREADBLAST06,13,minutes
16269290minutes,162692,Downtime in BREADBLAST06,90,minutes
1424533minutes,142453,Downtime in BREADBLAST04,3,minutes
14246330minutes,142463,Downtime in BREADBLAST07,30,minutes
14246425minutes,142464,Downtime in BREADBLAST07,25,minutes
142465177minutes,142465,Downtime in BREADBLAST07,177,minutes
14247821minutes,142478,Downtime in BREADBLAST06,21,minutes
14248719minutes,142487,Downtime in BREADBLAST04,19,minutes
15452721minutes,154527,Downtime in BREADBLAST04,21,minutes
15453724minutes,154537,Downtime in BREADBLAST04,24,minutes
15455821minutes,154558,Downtime in BREADBLAST04,21,minutes
1545603minutes,154560,Downtime in BREADBLAST06,3,minutes
15457029minutes,154570,Downtime in BREADBLAST05,29,minutes
15457114minutes,154571,Downtime in BREADBLAST05,14,minutes
15452922minutes,154529,Downtime in BREADBLAST04,22,minutes
15453522minutes,154535,Downtime in BREADBLAST04,22,minutes
15454224minutes,154542,Downtime in BREADBLAST04,24,minutes
15458021minutes,154580,Downtime in BREADBLAST04,21,minutes
15457523minutes,154575,Downtime in BREADBLAST04,23,minutes
15457711minutes,154577,Downtime in BREADBLAST04,11,minutes
1545906minutes,154590,Downtime in BREADBLAST04,6,minutes
15459113minutes,154591,Downtime in BREADBLAST04,13,minutes
15459727minutes,154597,Downtime in BREADBLAST04,27,minutes
15460332minutes,154603,Downtime in BREADBLAST04,32,minutes
15455223minutes,154552,Downtime in BREADBLAST04,23,minutes
154555420minutes,154555,Downtime in BREADBLAST06,420,minutes
15455921minutes,154559,Downtime in BREADBLAST06,21,minutes
15456120minutes,154561,Downtime in BREADBLAST04,20,minutes
15456322minutes,154563,Downtime in BREADBLAST04,22,minutes
15456722minutes,154567,Downtime in BREADBLAST04,22,minutes
15456921minutes,154569,Downtime in BREADBLAST04,21,minutes
15457331minutes,154573,Downtime in BREADBLAST04,31,minutes
1545748minutes,154574,Downtime in BREADBLAST05,8,minutes
15457920minutes,154579,Downtime in BREADBLAST04,20,minutes
15460522minutes,154605,Downtime in BREADBLAST04,22,minutes
1546072minutes,154607,Downtime in BREADBLAST04,2,minutes
154596180minutes,154596,Downtime in BREADBLAST07,180,minutes
15461924minutes,154619,Downtime in BREADBLAST04,24,minutes
15462516minutes,154625,Downtime in BREADBLAST04,16,minutes
15463478minutes,154634,Downtime in BREADBLAST06,78,minutes
14849722minutes,148497,Downtime in BREADBLAST04,22,minutes
14850767minutes,148507,Downtime in BREADBLAST04,67,minutes
1485081minutes,148508,Downtime in BREADBLAST04,1,minutes
14847021minutes,148470,Downtime in BREADBLAST04,21,minutes
14848219minutes,148482,Downtime in BREADBLAST04,19,minutes
14849117minutes,148491,Downtime in BREADBLAST04,17,minutes
148534163minutes,148534,Downtime in BREADBLAST04,163,minutes
14847211minutes,148472,Downtime in BREADBLAST04,11,minutes
14853813minutes,148538,Downtime in BREADBLAST04,13,minutes
14854222minutes,148542,Downtime in BREADBLAST04,22,minutes
14854820minutes,148548,Downtime in BREADBLAST04,20,minutes
14852732minutes,148527,Downtime in BREADBLAST05,32,minutes
1485281minutes,148528,Downtime in BREADBLAST05,1,minutes
14284132minutes,142841,Downtime in BREADBLAST04,32,minutes
14286063minutes,142860,Downtime in BREADBLAST07,63,minutes
14285820minutes,142858,Downtime in BREADBLAST04,20,minutes
142861351minutes,142861,Downtime in BREADBLAST07,351,minutes
1450963minutes,145096,Downtime in BREADBLAST05,3,minutes
1451152minutes,145115,Downtime in BREADBLAST05,2,minutes
1451167minutes,145116,Downtime in BREADBLAST05,7,minutes
14512640minutes,145126,Downtime in BREADBLAST05,40,minutes
16211421minutes,162114,Downtime in BREADBLAST06,21,minutes
16214219minutes,162142,Downtime in BREADBLAST05,19,minutes
16214524minutes,162145,Downtime in BREADBLAST06,24,minutes
1621464minutes,162146,Downtime in BREADBLAST06,4,minutes
1621574minutes,162157,Downtime in BREADBLAST04,4,minutes
1621103minutes,162110,Downtime in BREADBLAST07,3,minutes
162119286minutes,162119,Downtime in BREADBLAST05,286,minutes
16212018minutes,162120,Downtime in BREADBLAST06,18,minutes
16212122minutes,162121,Downtime in BREADBLAST05,22,minutes
16212515minutes,162125,Downtime in BREADBLAST05,15,minutes
16214715minutes,162147,Downtime in BREADBLAST07,15,minutes
16216817minutes,162168,Downtime in BREADBLAST07,17,minutes
16215318minutes,162153,Downtime in BREADBLAST06,18,minutes
