PrimaryKey,id,description,effectiveTimestamp,operationsType,enterpriseFunction,category
142057-BREADBLAST04,142057-BREADBLAST04,Production Planning,2023-01-29T13:14:38,Maintenance,Maintenance management,On Hold
142058-BREADBLAST04,142058-BREADBLAST04,Production Planning,2023-01-29T13:14:38,Maintenance,Maintenance management,On Hold
142077-BREADBLAST04,142077-BREADBLAST04,Production Planning,2023-02-18T17:12:20,Maintenance,Maintenance management,On Hold
142078-BREADBLAST04,142078-BREADBLAST04,Production Planning,2023-02-18T17:35:09,Maintenance,Maintenance management,On Hold
142079-BREADBLAST04,142079-BREADBLAST04,Production Planning,2023-02-18T17:56:16,Maintenance,Maintenance management,On Hold
142080-BREADBLAST04,142080-BREADBLAST04,Production Planning,2023-02-18T22:05:03,Maintenance,Maintenance management,On Hold
142081-BREADBLAST04,142081-BREADBLAST04,Production Planning,2023-02-19T06:15:35,Maintenance,Maintenance management,On Hold
142082-BREADBLAST04,142082-BREADBLAST04,Production Planning,2023-02-19T06:46:04,Maintenance,Maintenance management,On Hold
142083-BREADBLAST04,142083-BREADBLAST04,Production Planning,2023-02-19T07:09:43,Maintenance,Maintenance management,On Hold
142159-BREADBLAST05,142159-BREADBLAST05,Production Planning,2023-02-20T01:00:00,Maintenance,Maintenance management,On Hold
142160-BREADBLAST05,142160-BREADBLAST05,Production Planning,2023-02-19T01:00:00,Maintenance,Maintenance management,On Hold
142161-BREADBLAST05,142161-BREADBLAST05,Production Planning,2023-02-18T01:00:00,Maintenance,Maintenance management,On Hold
142165-BREADBLAST07,142165-BREADBLAST07,Air Pocket Defect,2023-02-20T06:30:00,Maintenance,Maintenance management,Production Interruption
142230-BREADBLAST06,142230-BREADBLAST06,Oven Ventilation Check,2023-02-20T18:30:06,Maintenance,Maintenance management,Production Interruption
143155-BREADBLAST06,143155-BREADBLAST06,Equipment Servicing,2023-02-24T07:53:12,Maintenance,Maintenance management,Scheduled Service
143156-BREADBLAST06,143156-BREADBLAST06,Equipment Servicing,2023-02-24T07:53:12,Maintenance,Maintenance management,Scheduled Service
143157-BREADBLAST06,143157-BREADBLAST06,Equipment Servicing,2023-02-24T07:53:12,Maintenance,Maintenance management,Scheduled Service
143158-BREADBLAST06,143158-BREADBLAST06,Equipment Servicing,2023-02-24T07:53:12,Maintenance,Maintenance management,Scheduled Service
143159-BREADBLAST06,143159-BREADBLAST06,Equipment Servicing,2023-02-24T07:53:12,Maintenance,Maintenance management,Scheduled Service
143160-BREADBLAST06,143160-BREADBLAST06,Equipment Servicing,2023-02-24T07:53:12,Maintenance,Maintenance management,Scheduled Service
143161-BREADBLAST06,143161-BREADBLAST06,Equipment Servicing,2023-02-24T07:53:12,Maintenance,Maintenance management,Scheduled Service
143162-BREADBLAST06,143162-BREADBLAST06,Equipment Servicing,2023-02-24T07:53:12,Maintenance,Maintenance management,Scheduled Service
143258-BREADBLAST05,143258-BREADBLAST05,Oven Ventilation Check,2023-03-01T13:59:38,Maintenance,Maintenance management,Production Interruption
142028-BREADBLAST04,142028-BREADBLAST04,Production Planning,2023-01-29T13:14:38,Maintenance,Maintenance management,On Hold
142029-BREADBLAST04,142029-BREADBLAST04,Production Planning,2023-01-29T13:14:38,Maintenance,Maintenance management,On Hold
147114-BREADBLAST05,147114-BREADBLAST05,Oven Ventilation Check,2023-03-20T03:43:44,Maintenance,Maintenance management,Production Interruption
147121-BREADBLAST06,147121-BREADBLAST06,Oven Ventilation Check,2023-03-20T10:14:56,Maintenance,Maintenance management,Production Interruption
147093-BREADBLAST04,147093-BREADBLAST04,Dough Roll Change,2023-03-19T13:42:32,Maintenance,Maintenance management,Batch Change
147127-BREADBLAST07,147127-BREADBLAST07,Oven Ventilation Check,2023-03-20T07:45:00,Maintenance,Maintenance management,Production Interruption
147115-BREADBLAST05,147115-BREADBLAST05,Oven Ventilation Check,2023-03-20T04:06:29,Maintenance,Maintenance management,Production Interruption
147120-BREADBLAST06,147120-BREADBLAST06,Oven Ventilation Check,2023-03-20T09:56:37,Maintenance,Maintenance management,Production Interruption
147118-BREADBLAST05,147118-BREADBLAST05,Air Pocket Defect,2023-03-20T06:05:07,Maintenance,Maintenance management,Production Interruption
147144-BREADBLAST06,147144-BREADBLAST06,Product/Size/Shape,2023-03-20T16:14:40,Maintenance,Maintenance management,Recipe Transition
147178-BREADBLAST06,147178-BREADBLAST06,Product/Size/Shape,2023-03-21T01:55:17,Maintenance,Maintenance management,Recipe Transition
147181-BREADBLAST05,147181-BREADBLAST05,Oven Ventilation Check,2023-03-21T02:41:26,Maintenance,Maintenance management,Production Interruption
146087-BREADBLAST04,146087-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146088-BREADBLAST04,146088-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146089-BREADBLAST04,146089-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146090-BREADBLAST04,146090-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146091-BREADBLAST04,146091-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146092-BREADBLAST04,146092-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146093-BREADBLAST04,146093-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146094-BREADBLAST04,146094-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146095-BREADBLAST04,146095-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146096-BREADBLAST04,146096-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146097-BREADBLAST04,146097-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146098-BREADBLAST04,146098-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146099-BREADBLAST04,146099-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146100-BREADBLAST04,146100-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146101-BREADBLAST04,146101-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146102-BREADBLAST04,146102-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146103-BREADBLAST04,146103-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146104-BREADBLAST04,146104-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146105-BREADBLAST04,146105-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146106-BREADBLAST04,146106-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146107-BREADBLAST04,146107-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146108-BREADBLAST04,146108-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146109-BREADBLAST04,146109-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146110-BREADBLAST04,146110-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146111-BREADBLAST04,146111-BREADBLAST04,Nozzle Cleaning,2023-03-07T14:43:43,Maintenance,Maintenance management,Production Interruption
146112-BREADBLAST06,146112-BREADBLAST06,Air Pocket Defect,2023-03-19T13:31:28,Maintenance,Maintenance management,Production Interruption
146113-BREADBLAST06,146113-BREADBLAST06,Air Pocket Defect,2023-03-19T13:53:49,Maintenance,Maintenance management,Production Interruption
151122-BREADBLAST05,151122-BREADBLAST05,Air Pocket Defect,2023-04-16T19:28:40,Maintenance,Maintenance management,Production Interruption
151123-BREADBLAST05,151123-BREADBLAST05,Air Pocket Defect,2023-04-16T19:43:23,Maintenance,Maintenance management,Production Interruption
151121-BREADBLAST05,151121-BREADBLAST05,Air Pocket Defect,2023-04-16T19:06:19,Maintenance,Maintenance management,Production Interruption
151133-BREADBLAST06,151133-BREADBLAST06,Oven Ventilation Check,2023-04-16T21:11:21,Maintenance,Maintenance management,Production Interruption
151135-BREADBLAST06,151135-BREADBLAST06,Oven Ventilation Check,2023-04-16T21:34:53,Maintenance,Maintenance management,Production Interruption
166624-BREADBLAST06,166624-BREADBLAST06,Oven Ventilation Check,2023-07-16T14:57:47,Maintenance,Maintenance management,Production Interruption
166625-BREADBLAST06,166625-BREADBLAST06,Oven Ventilation Check,2023-07-16T15:19:50,Maintenance,Maintenance management,Production Interruption
166639-BREADBLAST06,166639-BREADBLAST06,Air Pocket Defect,2023-07-16T17:44:50,Maintenance,Maintenance management,Production Interruption
166678-BREADBLAST05,166678-BREADBLAST05,Oven Ventilation Check,2023-07-17T03:29:37,Maintenance,Maintenance management,Production Interruption
166686-BREADBLAST06,166686-BREADBLAST06,Air Pocket Defect,2023-07-17T06:01:26,Maintenance,Maintenance management,Production Interruption
166708-BREADBLAST05,166708-BREADBLAST05,Air Pocket Defect,2023-07-17T11:53:17,Maintenance,Maintenance management,Production Interruption
166707-BREADBLAST05,166707-BREADBLAST05,Air Pocket Defect,2023-07-17T11:22:02,Maintenance,Maintenance management,Production Interruption
166730-BREADBLAST04,166730-BREADBLAST04,Oven Ventilation Check,2023-07-17T14:04:02,Maintenance,Maintenance management,Production Interruption
166899-BREADBLAST05,166899-BREADBLAST05,Air Pocket Defect,2023-07-18T19:55:22,Maintenance,Maintenance management,Production Interruption
166911-BREADBLAST06,166911-BREADBLAST06,Shift Start,2023-07-18T21:18:50,Maintenance,Maintenance management,Ready / Close Operations
166920-BREADBLAST04,166920-BREADBLAST04,Burnt Dough Ends,2023-07-18T22:25:56,Maintenance,Maintenance management,Production Interruption
166904-BREADBLAST04,166904-BREADBLAST04,Power Outage,2023-07-18T17:29:21,Maintenance,Maintenance management,Machine Malfunction
166908-BREADBLAST06,166908-BREADBLAST06,Power Outage,2023-07-18T17:29:05,Maintenance,Maintenance management,Machine Malfunction
166916-BREADBLAST06,166916-BREADBLAST06,Power Outage,2023-07-18T21:39:43,Maintenance,Maintenance management,Machine Malfunction
166919-BREADBLAST04,166919-BREADBLAST04,Burnt Dough Ends,2023-07-18T22:00:24,Maintenance,Maintenance management,Production Interruption
166925-BREADBLAST04,166925-BREADBLAST04,Product/Size/Shape,2023-07-18T22:53:38,Maintenance,Maintenance management,Recipe Transition
166930-BREADBLAST04,166930-BREADBLAST04,Product/Size/Shape,2023-07-18T23:31:22,Maintenance,Maintenance management,Recipe Transition
166931-BREADBLAST06,166931-BREADBLAST06,Air Pocket Defect,2023-07-18T23:49:49,Maintenance,Maintenance management,Production Interruption
166932-BREADBLAST06,166932-BREADBLAST06,Air Pocket Defect,2023-07-18T23:49:49,Maintenance,Maintenance management,Production Interruption
166928-BREADBLAST05,166928-BREADBLAST05,Air Pocket Defect,2023-07-18T21:33:00,Maintenance,Maintenance management,Production Interruption
166929-BREADBLAST05,166929-BREADBLAST05,Air Pocket Defect,2023-07-18T23:04:32,Maintenance,Maintenance management,Production Interruption
151935-BREADBLAST05,151935-BREADBLAST05,Oven Ventilation Check,2023-04-22T13:35:24,Maintenance,Maintenance management,Production Interruption
151951-BREADBLAST06,151951-BREADBLAST06,Rest Periods,2023-04-22T16:17:52,Maintenance,Maintenance management,Production Interruption
151968-BREADBLAST06,151968-BREADBLAST06,Rest Periods,2023-04-22T19:16:42,Maintenance,Maintenance management,Production Interruption
151988-BREADBLAST06,151988-BREADBLAST06,Rest Periods,2023-04-22T22:45:48,Maintenance,Maintenance management,Production Interruption
151991-BREADBLAST06,151991-BREADBLAST06,Rest Periods,2023-04-22T23:01:32,Maintenance,Maintenance management,Production Interruption
168011-BREADBLAST05,168011-BREADBLAST05,Equipment Servicing,2023-07-26T08:13:21,Maintenance,Maintenance management,Scheduled Service
168005-BREADBLAST06,168005-BREADBLAST06,Oven Ventilation Check,2023-07-26T07:49:13,Maintenance,Maintenance management,Production Interruption
168076-BREADBLAST04,168076-BREADBLAST04,Proofer Beam,2023-07-26T01:35:34,Maintenance,Maintenance management,Machine Malfunction
168077-BREADBLAST04,168077-BREADBLAST04,Proofer Beam,2023-07-26T01:35:34,Maintenance,Maintenance management,Machine Malfunction
143119-BREADBLAST05,143119-BREADBLAST05,Production Planning,2023-02-28T01:00:00,Maintenance,Maintenance management,On Hold
143111-BREADBLAST04,143111-BREADBLAST04,Emergency Stop,2023-02-28T09:07:57,Maintenance,Maintenance management,Production Interruption
143114-BREADBLAST04,143114-BREADBLAST04,Power Outage,2023-02-28T10:17:47,Maintenance,Maintenance management,Machine Malfunction
143127-BREADBLAST07,143127-BREADBLAST07,Air Pocket Defect,2023-02-28T01:30:00,Maintenance,Maintenance management,Production Interruption
143128-BREADBLAST07,143128-BREADBLAST07,Air Pocket Defect,2023-02-28T05:30:00,Maintenance,Maintenance management,Production Interruption
143129-BREADBLAST07,143129-BREADBLAST07,Air Pocket Defect,2023-02-28T11:04:00,Maintenance,Maintenance management,Production Interruption
143131-BREADBLAST07,143131-BREADBLAST07,Air Pocket Defect,2023-02-28T11:40:00,Maintenance,Maintenance management,Production Interruption
143132-BREADBLAST07,143132-BREADBLAST07,Air Pocket Defect,2023-02-28T11:04:00,Maintenance,Maintenance management,Production Interruption
143121-BREADBLAST06,143121-BREADBLAST06,Production Planning,2023-02-28T01:00:00,Maintenance,Maintenance management,On Hold
143150-BREADBLAST05,143150-BREADBLAST05,Shift Start,2023-02-28T16:29:30,Maintenance,Maintenance management,Ready / Close Operations
143151-BREADBLAST05,143151-BREADBLAST05,Air Pocket Defect,2023-02-28T16:51:08,Maintenance,Maintenance management,Production Interruption
143153-BREADBLAST06,143153-BREADBLAST06,Equipment Servicing,2023-02-24T07:53:12,Maintenance,Maintenance management,Scheduled Service
143154-BREADBLAST06,143154-BREADBLAST06,Equipment Servicing,2023-02-24T07:53:12,Maintenance,Maintenance management,Scheduled Service
152207-BREADBLAST06,152207-BREADBLAST06,Unexpected Sanitation,2023-04-24T16:38:51,Maintenance,Maintenance management,Production Interruption
152209-BREADBLAST06,152209-BREADBLAST06,Unexpected Sanitation,2023-04-24T16:42:22,Maintenance,Maintenance management,Production Interruption
152211-BREADBLAST06,152211-BREADBLAST06,Unexpected Sanitation,2023-04-24T17:06:53,Maintenance,Maintenance management,Production Interruption
152213-BREADBLAST06,152213-BREADBLAST06,Unexpected Sanitation,2023-04-24T17:27:41,Maintenance,Maintenance management,Production Interruption
152217-BREADBLAST06,152217-BREADBLAST06,Unexpected Sanitation,2023-04-24T18:09:28,Maintenance,Maintenance management,Production Interruption
152219-BREADBLAST06,152219-BREADBLAST06,Air Pocket Defect,2023-04-24T18:34:30,Maintenance,Maintenance management,Production Interruption
152221-BREADBLAST06,152221-BREADBLAST06,Air Pocket Defect,2023-04-24T19:16:20,Maintenance,Maintenance management,Production Interruption
152223-BREADBLAST06,152223-BREADBLAST06,Air Pocket Defect,2023-04-24T19:45:05,Maintenance,Maintenance management,Production Interruption
152224-BREADBLAST06,152224-BREADBLAST06,Air Pocket Defect,2023-04-24T17:59:39,Maintenance,Maintenance management,Production Interruption
152227-BREADBLAST06,152227-BREADBLAST06,Non-Operational Time,2023-04-24T20:10:35,Maintenance,Maintenance management,Standby Period
152222-BREADBLAST06,152222-BREADBLAST06,Air Pocket Defect,2023-04-24T19:22:07,Maintenance,Maintenance management,Production Interruption
152233-BREADBLAST06,152233-BREADBLAST06,Product/Size/Shape,2023-04-24T21:28:58,Maintenance,Maintenance management,Recipe Transition
152237-BREADBLAST06,152237-BREADBLAST06,Product/Size/Shape,2023-04-24T22:16:22,Maintenance,Maintenance management,Recipe Transition
152228-BREADBLAST06,152228-BREADBLAST06,Staff Mistake,2023-04-24T20:32:20,Maintenance,Maintenance management,Production Interruption
152236-BREADBLAST06,152236-BREADBLAST06,Product/Size/Shape,2023-04-24T21:53:52,Maintenance,Maintenance management,Recipe Transition
152242-BREADBLAST06,152242-BREADBLAST06,Air Pocket Defect,2023-04-24T22:51:31,Maintenance,Maintenance management,Production Interruption
152268-BREADBLAST06,152268-BREADBLAST06,Air Pocket Defect,2023-04-25T01:15:56,Maintenance,Maintenance management,Production Interruption
